,Unnamed: 0,Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
400224,4083392,2022/09/08 17:24,22775,80213BF00,5328,8056E1980,1417.26,Euro,1417.26,Euro,Cash,0
71103,790303,2022/09/01 14:29,321675,808F6ACA0,8248,808F688B0,122437.19,Yuan,122437.19,Yuan,Cheque,0
231664,846044,2022/09/01 15:48,44873,810D2D780,44873,810D2D780,2715.77,Shekel,2715.77,Shekel,Reinvestment,0
326560,650852,2022/09/01 10:26,13327,811166FE0,13327,811166FE0,813954.89,US Dollar,813954.89,US Dollar,Reinvestment,0
291894,258238,2022/09/01 00:22,325618,8094FCEC0,325618,8094FCEC0,33618.95,Canadian Dollar,33618.95,Canadian Dollar,Reinvestment,0
490950,222485,2022/09/01 00:05,3,8049DDCE0,3,8049DDCE0,7831398.25,Rupee,7831398.25,Rupee,Reinvestment,0
62360,3497744,2022/09/07 11:48,211,80CEBF850,134920,80D71EBC0,2093721.91,Brazil Real,2093721.91,Brazil Real,Cheque,0
274312,2354064,2022/09/05 02:44,13083,80AD75680,20,80D47CD60,12379.06,Euro,12379.06,Euro,Credit Card,0
298437,3054672,2022/09/06 13:46,39678,80F2009C0,139342,80FCDC7E0,173.0,Swiss Franc,173.0,Swiss Franc,ACH,0
355065,2343681,2022/09/05 02:12,14011,807B69640,23555,807B69690,2485.5,Euro,2485.5,Euro,ACH,0
32745,2153236,2022/09/04 07:36,1674,80512B6A0,25981,806518FD0,2709.65,US Dollar,2709.65,US Dollar,Cheque,0
171023,411480,2022/09/01 03:05,10,80010C0B0,10,8001C7260,223.35,US Dollar,223.35,US Dollar,Wire,0
50808,3705336,2022/09/07 22:54,220,80012A570,16031,8090F6290,321.99,US Dollar,321.99,US Dollar,Wire,0
264806,1191379,2022/09/02 01:40,6010,803F82E90,151994,813409570,72775.18,Saudi Riyal,72775.18,Saudi Riyal,Cheque,0
65891,1296603,2022/09/02 05:06,214,8092726B0,214,809340100,1191.65,Canadian Dollar,1191.65,Canadian Dollar,Credit Card,0
476063,4428369,2022/09/09 07:26,338630,80E28C410,70,100428978,74.79,Swiss Franc,74.79,Swiss Franc,Cash,0
90706,2023333,2022/09/03 17:12,210185,803DCE670,110057,803E6DD40,26170.89,Yen,26170.89,Yen,Cheque,0
101004,1481952,2022/09/02 11:27,222819,8089D58C0,23673,808AB0B80,7322.76,UK Pound,7322.76,UK Pound,Credit Card,0
42554,224278,2022/09/01 00:06,112064,804BE1CE0,212818,804C6B9B0,4956778.5,Rupee,4956778.5,Rupee,ACH,0
433429,808942,2022/09/01 14:40,16787,806F3AC80,217096,806679E50,322499.75,Ruble,322499.75,Ruble,Cheque,0
324387,1680367,2022/09/02 17:34,9571,80BC40A10,18097,8108E9BE0,3154.98,Yuan,3154.98,Yuan,Cheque,0
399017,4410480,2022/09/09 06:36,14290,802E93580,30850,80BFE6030,367.83,Euro,367.83,Euro,ACH,0
328707,889095,2022/09/01 17:12,2915,80B851BC0,10441,80BD8DB90,2406.55,Euro,2406.55,Euro,Cheque,0
7014,244953,2022/09/01 00:21,26,8076A78C0,26,8076A78C0,1580.96,UK Pound,1580.96,UK Pound,Reinvestment,0
502349,4503437,2022/09/09 10:22,1490,802D114B0,1502,80492FC40,162.31,Euro,162.31,Euro,Wire,0
267945,2814895,2022/09/06 01:31,23537,802498EC0,134140,81335BBE0,652.52,US Dollar,652.52,US Dollar,Wire,0
395831,1399528,2022/09/02 08:56,13862,801750720,2591,8024AFE10,6321.65,Euro,6321.65,Euro,Credit Card,0
486633,307594,2022/09/01 00:14,24550,80D2DCC30,142836,810BCA520,3100.64,Shekel,3100.64,Shekel,Credit Card,0
344199,1067234,2022/09/01 22:41,1686,800A9A9C0,17327,808240A90,3118.19,US Dollar,3118.19,US Dollar,Credit Card,0
343804,2784354,2022/09/06 00:29,13154,804D9EFA0,212818,804DA12A0,20420.28,Rupee,20420.28,Rupee,Credit Card,0
177045,4328842,2022/09/09 03:50,21749,80115E160,5329,803273100,5014.69,Euro,5014.69,Euro,Cheque,0
433103,2980239,2022/09/06 10:22,5328,802705FB0,5328,802705FB0,3435.94,US Dollar,2932.23,Euro,ACH,0
319166,100950,2022/09/01 00:28,16586,80F700BF0,214609,810B40E70,17253.88,US Dollar,17253.88,US Dollar,Credit Card,0
334031,4970338,2022/09/10 10:53,1420,8003223B0,513,8003FB970,1801.45,US Dollar,1801.45,US Dollar,Wire,0
243524,3075180,2022/09/06 15:25,12,8001F60D0,11471,800A4F2F0,208.73,US Dollar,208.73,US Dollar,Cheque,0
86917,2259372,2022/09/04 20:31,21918,8053168D0,18180,8127558C0,5019.26,Euro,5019.26,Euro,Cheque,0
71969,1733431,2022/09/02 19:32,1,8005F9DF0,27637,803EA4D00,1704.04,US Dollar,1704.04,US Dollar,Credit Card,0
226806,171016,2022/09/01 00:04,329596,80BCBE830,232259,80BCB1AF0,425.69,Euro,425.69,Euro,ACH,0
295098,2918575,2022/09/06 06:39,70,1004289C0,220,8118856F0,3866.25,Shekel,3866.25,Shekel,Cheque,0
137253,2898785,2022/09/06 05:45,70,100428978,141486,80F8E3CD0,651.63,Swiss Franc,651.63,Swiss Franc,Cheque,0
223240,2061489,2022/09/03 22:23,1,800172460,11296,8013DD400,165.3,US Dollar,165.3,US Dollar,Cheque,0
238875,3772766,2022/09/08 01:26,70,1004286F0,218989,80B1EF790,131891.77,Yuan,131891.77,Yuan,Cheque,0
307802,3305528,2022/09/07 02:24,908,8005B73D0,19474,807CF87F0,45.25,US Dollar,45.25,US Dollar,Cheque,0
450994,2457661,2022/09/05 08:24,3144,802204DB0,115249,805A41490,40103418.4,US Dollar,40103418.4,US Dollar,Cheque,0
455497,2247985,2022/09/04 19:24,3,803996020,24941,809CA4990,352.31,Canadian Dollar,352.31,Canadian Dollar,Credit Card,0
450613,4427762,2022/09/09 07:00,70,1004288A0,28248,80B040040,20029.79,Australian Dollar,20029.79,Australian Dollar,Cheque,0
120712,2971606,2022/09/06 09:51,70,1004286A8,24482,803EA54B0,870.53,Euro,870.53,Euro,Cheque,0
493151,3514270,2022/09/07 12:58,213137,80A759D30,31149,8134DBED0,356.92,Euro,356.92,Euro,Cheque,0
499508,4543127,2022/09/09 11:43,410,80091AE00,8823,803498B60,4723988.16,Euro,4723988.16,Euro,Cheque,0
296822,548574,2022/09/01 07:06,21258,80072D300,18819,808DEF3D0,2597.12,US Dollar,2597.12,US Dollar,Credit Card,0
93539,3897579,2022/09/08 07:45,21831,801AE2510,221032,808A45280,2337.76,Euro,2337.76,Euro,Cash,0
130391,431786,2022/09/01 03:59,115159,80B41D9A0,115159,80B41D9A0,14.04,US Dollar,14.04,US Dollar,Reinvestment,0
394658,2681487,2022/09/05 19:54,1686,80135CFF0,214621,805EEB520,171.11,US Dollar,171.11,US Dollar,Credit Card,0
334671,128917,2022/09/01 00:07,22806,8013A2100,22806,8013A2100,5.99,Euro,5.99,Euro,Reinvestment,0
229195,4323221,2022/09/09 03:07,225,81342B2D1,255063,8142F58F1,0.000781,Bitcoin,0.000781,Bitcoin,Bitcoin,0
179351,2259699,2022/09/04 20:30,70,100428738,111312,804652D40,262336.69,Yen,262336.69,Yen,Credit Card,0
443520,3966293,2022/09/08 11:09,7195,8033C9030,12963,8011CA7C0,555.53,Euro,555.53,Euro,Wire,0
294022,4946907,2022/09/10 07:51,1588,8003374E0,113744,80DA4B760,2300.82,US Dollar,2300.82,US Dollar,Credit Card,0
205091,4650805,2022/09/09 15:45,13862,801B85060,27535,811093450,7009.64,Euro,7009.64,Euro,Cheque,0
194654,1126108,2022/09/02 00:24,21174,813359540,1665,8005E24C0,48.27,US Dollar,48.27,US Dollar,Credit Card,0
415415,2828435,2022/09/06 02:27,16787,8060E2F80,16649,80628DED0,22098.5,Ruble,22098.5,Ruble,Credit Card,0
413976,3099631,2022/09/06 16:29,13265,801D317F0,13345,80C6147B0,665.57,Euro,665.57,Euro,Cheque,0
132434,611642,2022/09/01 08:31,144225,8117AC300,144225,8117AC300,13.52,Shekel,13.52,Shekel,Reinvestment,0
436796,4816261,2022/09/09 21:43,223,811BB0140,121,8123A2010,432.02,Saudi Riyal,432.02,Saudi Riyal,ACH,0
198801,531689,2022/09/01 06:50,1,8001C6920,215841,809BEE2B0,31.68,US Dollar,31.68,US Dollar,Credit Card,0
414139,2998192,2022/09/06 11:23,1588,8004C73A0,115915,806CF2B50,2891.75,US Dollar,2891.75,US Dollar,Cheque,0
383476,4507614,2022/09/09 10:05,221765,80813E730,122946,808B8BF50,51.12,UK Pound,51.12,UK Pound,Cash,0
451421,2197957,2022/09/04 13:06,23691,801B2CBE0,14650,801B3CA10,944.47,Euro,944.47,Euro,ACH,0
285419,2469905,2022/09/05 08:53,221891,811179060,12,8134466B0,7304.34,US Dollar,7304.34,US Dollar,Cheque,0
459246,2615663,2022/09/05 16:27,70,100428660,45951,811D2CB50,2864259.13,US Dollar,2864259.13,US Dollar,Cheque,0
384724,2780820,2022/09/06 00:26,5464,80DE311E0,11657,800BDB390,32.97,Euro,32.97,Euro,Credit Card,0
332250,4116726,2022/09/08 18:49,136334,80D75BF40,235509,80D6F45D0,12499.69,Brazil Real,12499.69,Brazil Real,ACH,0
129,474374,2022/09/01 04:31,121987,808814400,121987,808814400,18.01,UK Pound,18.01,UK Pound,Reinvestment,0
97172,1915533,2022/09/03 03:53,127999,80AC3B3B0,228101,80AD90DF0,2200.29,Australian Dollar,2200.29,Australian Dollar,Cheque,0
300900,962970,2022/09/01 19:23,243947,8109A9510,143430,810B93BA0,207.55,Shekel,207.55,Shekel,Cheque,0
379352,2083882,2022/09/04 00:00,9129,813052E80,138498,80F288EC0,6.14,US Dollar,6.14,US Dollar,Credit Card,0
498770,4146800,2022/09/08 20:07,119,80FF654C0,43462,810132360,1825.03,Shekel,1825.03,Shekel,ACH,0
176742,951323,2022/09/01 19:00,17732,807364D60,116214,80CD1B690,3772.79,US Dollar,3772.79,US Dollar,Wire,0
17433,2596012,2022/09/05 15:11,13327,805233880,122080,8121B5A10,234.6,US Dollar,234.6,US Dollar,Cheque,0
26261,823023,2022/09/01 15:10,31253,812664230,31253,812664230,389853.14,Euro,389853.14,Euro,Reinvestment,0
419480,72037,2022/09/01 00:16,11157,801E8F250,113798,80B9F21C0,19338.81,US Dollar,19338.81,US Dollar,Credit Card,0
412565,1175315,2022/09/02 01:29,70,1004289C0,44451,81064AC30,201650.67,Shekel,201650.67,Shekel,Cash,0
462226,1934318,2022/09/03 06:14,12,801367000,11056,80151CB20,4230.09,Euro,4230.09,Euro,Credit Card,0
35967,1997185,2022/09/03 14:06,1467,80032BCD0,2947,803B01450,517547.38,US Dollar,517547.38,US Dollar,Cheque,0
416584,196200,2022/09/01 00:02,227080,813EF6010,13554,80DE61790,0.84,Euro,0.84,Euro,Credit Card,0
457947,867264,2022/09/01 16:40,29685,8053F3E60,23885,80B4C1E30,34998.62,US Dollar,34998.62,US Dollar,Cheque,0
198414,933425,2022/09/01 18:48,17400,8086C1090,19474,808EA8E60,71.58,US Dollar,71.58,US Dollar,Cheque,0
377601,4151682,2022/09/08 20:59,70,1004286A8,13057,8029D3680,234.51,Euro,234.51,Euro,Cheque,0
503025,2308194,2022/09/05 00:05,43849,8105DD860,44873,810AB5970,253.69,Shekel,253.69,Shekel,Credit Card,0
404184,95856,2022/09/01 00:28,701,801120BE0,27444,80FC3F470,2669.12,US Dollar,2669.12,US Dollar,Cheque,0
233341,1128699,2022/09/02 00:22,3123,8026E1500,5466,8031CC200,2298.24,Euro,2298.24,Euro,Cheque,0
366570,1684923,2022/09/02 17:59,220,8101323B0,143598,810525840,3137.21,Shekel,3137.21,Shekel,Cheque,0
2014,3395269,2022/09/07 06:50,27954,80D9EC550,244886,813AAB500,5431.65,US Dollar,5431.65,US Dollar,Credit Card,0
435616,3513303,2022/09/07 12:34,3655,8018DD2E0,214322,807FD0180,80.99,Euro,80.99,Euro,Cheque,0
353436,4204383,2022/09/08 23:20,112,80DC17D20,117,80E21E220,1083790.76,Swiss Franc,1083790.76,Swiss Franc,Cheque,0
390989,2288753,2022/09/05 00:05,1420,80028BC30,11405,80720F410,149.32,US Dollar,149.32,US Dollar,Cheque,0
492635,616887,2022/09/01 09:14,32216,80E1CCF80,15768,80E1D1660,4399.6,US Dollar,4399.6,US Dollar,Cheque,0
407082,414778,2022/09/01 03:29,117453,80AD785E0,117453,80AD785E0,61.25,US Dollar,61.25,US Dollar,Reinvestment,0
270207,3518441,2022/09/07 13:22,1411,8008916A0,1,800959BD0,10437.59,US Dollar,10437.59,US Dollar,Credit Card,0
122208,2190384,2022/09/04 12:11,5425,803728140,14329,807328B60,4585.81,Euro,4585.81,Euro,Cheque,0
318114,2936622,2022/09/06 07:57,122055,80927D490,125305,8096CA7D0,103992.34,Canadian Dollar,103992.34,Canadian Dollar,ACH,0
354161,477013,2022/09/01 04:56,43462,810170780,43462,810170780,45148.46,Shekel,45148.46,Shekel,Reinvestment,0
336039,4202778,2022/09/08 23:22,70,1004287C8,287,8060D3390,91183.92,Ruble,91183.92,Ruble,Cash,0
97885,3740376,2022/09/08 00:12,8354,8032D76F0,210404,811758500,4145.54,US Dollar,4145.54,US Dollar,Credit Card,0
190782,1742121,2022/09/02 19:42,16,804A23160,16,804A210C0,192079.2,Rupee,192079.2,Rupee,Cheque,0
484759,2661413,2022/09/05 18:53,1,8006C7290,11296,80093A420,2040.4,US Dollar,2040.4,US Dollar,Cheque,0
176909,1937129,2022/09/03 06:31,24132,803CB3490,2952,803CA7270,3025.06,US Dollar,3025.06,US Dollar,ACH,0
232204,2513166,2022/09/05 10:59,70,100428810,121580,808B249C0,108313.41,UK Pound,108313.41,UK Pound,Cheque,0
259889,3160644,2022/09/06 19:09,214,8091B0380,122055,8098F2510,52416.22,Canadian Dollar,52416.22,Canadian Dollar,ACH,0
460625,4533335,2022/09/09 11:00,112497,804CDE740,115732,805D8D670,164735685.15,Rupee,164735685.15,Rupee,Wire,0
139942,3657160,2022/09/07 20:12,70,100428660,13037,80A632730,10629.52,US Dollar,10629.52,US Dollar,Cheque,0
373999,3192329,2022/09/06 21:13,10,8003B9A50,1665,800C398E0,465.18,US Dollar,465.18,US Dollar,Cash,0
499916,4720080,2022/09/09 18:24,314134,8059C12C0,71,8059C2840,18871.06,Rupee,18871.06,Rupee,Cheque,0
180184,492552,2022/09/01 05:14,115,80CE42CF0,136334,80D81E0B0,129.81,Brazil Real,129.81,Brazil Real,ACH,0
473105,3742705,2022/09/08 00:20,1665,8020D99C0,21922,80DEC1A00,40.28,Euro,40.28,Euro,Credit Card,0
166927,1361604,2022/09/02 07:05,121,811A4C2C0,222,811A4F9C0,228038.32,Saudi Riyal,228038.32,Saudi Riyal,Cheque,0
29516,2931724,2022/09/06 07:38,221282,808CF9CA0,21940,80FF49D50,1022.87,US Dollar,1022.87,US Dollar,Cash,0
461020,3758560,2022/09/08 00:53,11813,802277A30,3229,806A87FA0,428.75,US Dollar,428.75,US Dollar,Cheque,0
400601,2551872,2022/09/05 12:54,70,100428810,123612,80BEA9440,271.3,UK Pound,271.3,UK Pound,Cheque,0
355195,4762829,2022/09/09 19:36,70,100428978,238190,80E5C0350,334.58,Swiss Franc,334.58,Swiss Franc,Cash,0
153953,3242478,2022/09/06 23:33,116214,80C58FAC0,18617,80CF16230,21.31,US Dollar,21.31,US Dollar,Credit Card,0
423260,4538193,2022/09/09 11:35,1665,801075A80,6075,80285FF70,1240.3,US Dollar,1240.3,US Dollar,Credit Card,0
189579,4898850,2022/09/10 01:51,223908,80C65E950,1669,80E66B4B0,12475.84,Euro,12475.84,Euro,Cash,0
202060,3842519,2022/09/08 04:43,24779,809645040,125633,8097E2980,2517.25,Canadian Dollar,2517.25,Canadian Dollar,Cheque,0
441826,2096812,2022/09/04 00:50,16136,8032E0BE0,29251,805F9CA10,10590.2,US Dollar,10590.2,US Dollar,Cheque,0
49307,3483217,2022/09/07 11:19,70,1004286A8,12963,801D2F620,95.54,Euro,95.54,Euro,Cheque,0
147445,645905,2022/09/01 10:07,1,800D4AE60,220,801038810,778.13,US Dollar,778.13,US Dollar,Cheque,0
93284,4820159,2022/09/09 22:19,319830,80D639020,8798,80D638FD0,146.6,US Dollar,146.6,US Dollar,Cheque,0
138366,3682495,2022/09/07 21:26,128590,80A8AEFE0,15,80B249EE0,162.47,Australian Dollar,162.47,Australian Dollar,Cheque,0
328971,4877197,2022/09/10 00:21,1490,800E3E550,3489,807835830,144.38,Euro,144.38,Euro,Credit Card,0
425347,311110,2022/09/01 00:23,144200,8114FC920,144200,8114FC920,4009.15,Shekel,4009.15,Shekel,Reinvestment,0
89786,4018569,2022/09/08 13:46,3051,8015FC940,3051,8015FC940,893268.86,Mexican Peso,42248.72,US Dollar,ACH,0
79463,1795456,2022/09/02 21:56,70,100428660,8595,8067D10B0,7961.47,US Dollar,7961.47,US Dollar,Cash,0
141123,1779074,2022/09/02 21:09,1292,8002FE2D0,5394,8025B8DE0,20545.85,US Dollar,20545.85,US Dollar,Cheque,0
161641,1467272,2022/09/02 10:40,70,1004288A0,28779,80A8414C0,15393.56,Australian Dollar,15393.56,Australian Dollar,Credit Card,0
468477,2652670,2022/09/05 18:13,11318,8057BDF70,22164,805B22760,12986.87,US Dollar,12986.87,US Dollar,Credit Card,0
341163,2908947,2022/09/06 06:29,119,811A64F10,223,811D666E0,5675.21,Saudi Riyal,5675.21,Saudi Riyal,Cheque,0
373902,3586038,2022/09/07 16:06,116,80E859A20,241121,80FC50920,664.12,Swiss Franc,664.12,Swiss Franc,Cheque,0
315611,4847009,2022/09/09 23:27,3242,803A83D20,219184,80F2AFFA0,2817.89,US Dollar,2817.89,US Dollar,Cheque,0
346378,3604275,2022/09/07 17:03,121580,807E9F730,220541,808B7C810,175.59,UK Pound,175.59,UK Pound,Credit Card,0
157342,4631172,2022/09/09 15:12,1292,80119C460,25075,80258EB50,323.75,US Dollar,323.75,US Dollar,Cheque,0
482046,2622095,2022/09/05 16:08,70,100428A51,153827,813E51291,0.11562,Bitcoin,0.11562,Bitcoin,Bitcoin,0
86364,2011917,2022/09/03 15:54,19,80A50A630,128558,80AA62660,166.17,Australian Dollar,166.17,Australian Dollar,Cheque,0
488130,2889970,2022/09/06 05:29,254595,8143F5EC1,154605,814730A81,0.098108,Bitcoin,0.098108,Bitcoin,Bitcoin,0
250095,2251752,2022/09/04 19:51,70,100428780,13029,8122345C0,31401.77,Rupee,31401.77,Rupee,Cheque,0
450165,2112056,2022/09/04 02:16,118,811F77910,48211,811D854D0,1712576.24,Saudi Riyal,1712576.24,Saudi Riyal,Cheque,0
18733,3405917,2022/09/07 07:24,22,8019E90D0,5425,8067B4E50,479.16,Euro,479.16,Euro,Credit Card,0
438962,1788791,2022/09/02 21:09,212789,804AC7E90,213005,8055D1880,13676.46,Rupee,13676.46,Rupee,Cheque,0
209421,1265169,2022/09/02 04:06,18405,806AF6B00,4,8074E4D00,155297.45,Ruble,155297.45,Ruble,Cheque,0
465039,137144,2022/09/01 00:14,1916,802607CF0,1916,802607CF0,4.31,Euro,4.31,Euro,Reinvestment,0
250047,3902608,2022/09/08 08:15,220,800117BE0,1467,8002FC370,84.32,US Dollar,84.32,US Dollar,Wire,0
341736,1582756,2022/09/02 14:38,317191,811B6B340,18902,811B6C150,29.44,US Dollar,29.44,US Dollar,Cheque,0
35616,1482951,2022/09/02 11:10,231744,80BE75BF0,32564,80BEC98D0,4412.32,Mexican Peso,4412.32,Mexican Peso,Cheque,0
180943,2271401,2022/09/04 22:26,25768,8058216F0,1490,813373330,508.14,Euro,508.14,Euro,Credit Card,0
506499,2640298,2022/09/05 17:07,10,8000C1590,10,8000C1590,351.08,Brazil Real,351.08,Brazil Real,Credit Card,0
301544,2683578,2022/09/05 19:46,19888,807C671F0,45951,8132D3C20,247101.15,US Dollar,247101.15,US Dollar,Cash,0
28904,4149293,2022/09/08 20:37,4766,8075C9390,221332,808CF7A30,736747.53,US Dollar,736747.53,US Dollar,Cheque,0
62854,2688339,2022/09/05 19:48,1132,80B7652A0,33727,80C66DD20,28214.3,Mexican Peso,28214.3,Mexican Peso,Cheque,0
230759,613940,2022/09/01 09:12,1420,80049EB50,1362,80396F140,670.69,US Dollar,670.69,US Dollar,ACH,0
462045,1549815,2022/09/02 13:37,226951,80A46E870,19329,80AC07C10,4345927.96,US Dollar,4345927.96,US Dollar,Cheque,0
82316,4035061,2022/09/08 14:37,221198,808C94930,231212,80D243880,1259.84,Euro,1259.84,Euro,Cheque,0
386207,2554304,2022/09/05 13:29,220,800149210,1729,800452220,3866.93,US Dollar,3866.93,US Dollar,Credit Card,0
170310,1141585,2022/09/02 00:21,116,80E629460,41089,80F4EA730,109.92,Swiss Franc,109.92,Swiss Franc,Credit Card,0
40755,2127063,2022/09/04 04:26,20,8036DD510,19318,8039602E0,55730.76,Yuan,55730.76,Yuan,Cheque,0
184495,3204937,2022/09/06 21:37,70,100428660,135403,80EED2810,1009.37,US Dollar,1009.37,US Dollar,Credit Card,0
438622,517074,2022/09/01 06:23,10614,8064753B0,11899,8127FEB90,91.93,US Dollar,91.93,US Dollar,Cash,0
13352,2648702,2022/09/05 17:39,17120,80666CA30,118202,806D87B10,259719.56,Ruble,259719.56,Ruble,Cheque,0
190015,3434683,2022/09/07 08:36,1655,8010D1180,1655,801E15CC0,12214.78,Euro,12214.78,Euro,Cheque,0
476023,2615007,2022/09/05 16:24,11899,80C11D2E0,36208,80D9FA120,14144.6,US Dollar,14144.6,US Dollar,Cheque,0
173212,723251,2022/09/01 12:19,23146,8047DE040,19723,8047DA590,7317.0,Yuan,7317.0,Yuan,Cheque,0
260613,2661185,2022/09/05 18:34,12,800145390,1420,8003CF480,23946.97,US Dollar,23946.97,US Dollar,Cheque,0
113855,885,2022/09/01 00:12,12,80025BBB0,12,80025BBB0,433824.59,US Dollar,433824.59,US Dollar,Reinvestment,0
416881,519587,2022/09/01 06:11,70,1004286A8,15964,808323650,261.35,Euro,261.35,Euro,Cheque,0
164555,1731183,2022/09/02 19:17,142836,8100CF880,45701,8114F9E90,809.02,Shekel,809.02,Shekel,Credit Card,0
485207,4047443,2022/09/08 15:24,19,80906D670,125305,8096C1450,2825.58,Canadian Dollar,2825.58,Canadian Dollar,Cheque,0
464981,3500053,2022/09/07 12:03,1411,8027C5540,11904,804DC6810,13192.88,US Dollar,13192.88,US Dollar,Credit Card,0
312529,2551961,2022/09/05 12:56,122055,809167820,24856,8091698C0,18495.96,Canadian Dollar,18495.96,Canadian Dollar,ACH,0
81065,851278,2022/09/01 16:07,28255,80B1B4980,231490,80D43BCE0,7981.32,US Dollar,7981.32,US Dollar,Credit Card,0
241521,3726047,2022/09/07 23:46,117453,80690C3E0,1588,8119E7220,707.49,US Dollar,707.49,US Dollar,Cash,0
282403,271435,2022/09/01 00:19,27755,80AF7D0A0,229937,80AF7DAC0,1648.0,Australian Dollar,1648.0,Australian Dollar,ACH,0
153469,4754015,2022/09/09 19:58,331661,80C105560,16535,80C0BA8B0,266.16,US Dollar,266.16,US Dollar,ACH,0
384710,592568,2022/09/01 08:07,6,80A12AB70,6,80A12AB70,260.15,Australian Dollar,260.15,Australian Dollar,Reinvestment,0
503299,3810594,2022/09/08 03:26,221130,80AAEF540,221130,80AAEF540,438.76,Euro,514.13,US Dollar,ACH,0
111573,4124814,2022/09/08 19:26,10581,809AC7830,212204,80C48FEC0,31170.96,Yen,31170.96,Yen,Credit Card,0
48860,618855,2022/09/01 09:18,1024,800ABACB0,13516,8014FA280,72842.6,Euro,72842.6,Euro,ACH,0
167421,1904521,2022/09/03 02:33,1292,8001DE200,1,8001FF620,59796.59,US Dollar,59796.59,US Dollar,Cash,0
239820,3220451,2022/09/06 22:26,244818,810795FA0,46616,81150BD70,7839.27,Shekel,7839.27,Shekel,Credit Card,0
194697,2031676,2022/09/03 18:01,6,80007FB90,114185,805994440,216081.78,Rupee,216081.78,Rupee,Cheque,0
280419,1646966,2022/09/02 16:40,70,1004286A8,7675,8069E52D0,488.32,Euro,488.32,Euro,Cash,0
265042,4404710,2022/09/09 06:56,13145,80146AF70,8798,8034AF700,696.15,US Dollar,696.15,US Dollar,Credit Card,0
324456,558413,2022/09/01 07:19,123382,80AAA5B70,123382,80AAA5B70,108302.41,UK Pound,108302.41,UK Pound,Reinvestment,0
131536,3400577,2022/09/07 06:44,40836,80F489590,40836,80F47A310,3260.14,Swiss Franc,3260.14,Swiss Franc,ACH,0
341040,3093123,2022/09/06 15:32,116,80DC46CC0,117,80E468590,16.55,Swiss Franc,16.55,Swiss Franc,ACH,0
823,2643052,2022/09/05 17:38,23537,8057F1D80,11405,80751EFF0,755.11,US Dollar,755.11,US Dollar,Cheque,0
444984,3399614,2022/09/07 06:33,6,80A202880,228054,80A29BDE0,68.08,Australian Dollar,68.08,Australian Dollar,Credit Card,0
67127,4985334,2022/09/10 12:10,13029,8050373F0,6,80549C0F0,76265.35,Rupee,76265.35,Rupee,Credit Card,0
323554,116603,2022/09/01 00:29,128684,8135DF1E0,128684,8135DF1E0,11.93,US Dollar,11.93,US Dollar,Reinvestment,0
298698,1098923,2022/09/01 23:47,13327,801833320,1412,801BD00C0,139.8,US Dollar,139.8,US Dollar,Cheque,0
249435,1155070,2022/09/02 00:39,12278,807E131A0,12278,807E12F20,4377.48,Yuan,4377.48,Yuan,ACH,0
357285,3841006,2022/09/08 04:36,19318,803937070,136808,80776C870,1328.17,Yuan,1328.17,Yuan,Cheque,0
496743,762867,2022/09/01 13:04,124,813763281,15,813F79231,0.046321,Bitcoin,0.046321,Bitcoin,Bitcoin,0
296870,434985,2022/09/01 03:30,3514,8014FE2C0,3514,8014FE2C0,30459.35,Euro,30459.35,Euro,Reinvestment,0
307764,3533326,2022/09/07 13:50,215803,8104E2140,1024,811F55EB0,761.29,Euro,761.29,Euro,Credit Card,0
469047,4181855,2022/09/08 22:22,223908,80C52E480,144098,810F54600,186.03,Euro,186.03,Euro,Cheque,0
302892,2610825,2022/09/05 15:40,28663,80A7428A0,28531,80B21BCB0,14963.18,Australian Dollar,14963.18,Australian Dollar,Credit Card,0
319542,2462203,2022/09/05 08:13,13345,8028C99D0,223641,812A3E300,1155.68,Euro,1155.68,Euro,Cheque,0
152374,1695822,2022/09/02 18:26,21,803AEEB30,10057,80411AFC0,10750.97,Yen,10750.97,Yen,Cash,0
449142,2296806,2022/09/05 00:20,70,1004286A8,15643,80774A220,373.57,Euro,373.57,Euro,Cash,0
